question_id,chapter,subject,standard,difficulty,answer_type,correct_answer,option_a,option_b,option_c,option_d,question
Ch_Atomic_11_551,Atomic Structure,Chemistry,11,0.3,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Calcul_12_552,Calculus,Math,12,0.29,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Optics_12_553,Optics,Physics,12,0.47,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_ConicS_11_554,Conic Sections,Math,11,0.31,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_SolidS_12_555,Solid State,Chemistry,12,0.51,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Gravit_11_556,Gravitation,Physics,11,0.46,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Electr_12_557,Electrochemistry,Chemistry,12,0.87,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Lawsof_11_558,Laws of Motion,Physics,11,0.56,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Trigon_11_559,Trigonometry,Math,11,0.74,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Integr_12_560,Integration,Math,12,0.9,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Electr_12_561,Electrochemistry,Chemistry,12,0.29,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Curren_12_562,Current Electricity,Physics,12,0.83,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_States_11_563,States of Matter,Chemistry,11,0.68,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Biomol_12_564,Biomolecules,Chemistry,12,0.25,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Differ_12_565,Differentiation,Math,12,0.8,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Permut_11_566,Permutations,Math,11,0.45,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Workan_11_567,Work and Energy,Physics,11,0.75,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Electr_12_568,Electrostatics,Physics,12,0.45,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Vector_12_569,Vectors,Math,12,0.76,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_ConicS_11_570,Conic Sections,Math,11,0.82,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Modern_12_571,Modern Physics,Physics,12,0.9,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Matric_12_572,Matrices,Math,12,0.49,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_MoleCo_11_573,Mole Concept,Chemistry,11,0.88,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Straig_11_574,Straight Lines,Math,11,0.53,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Integr_12_575,Integration,Math,12,0.81,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Permut_11_576,Permutations,Math,11,0.88,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_States_11_577,States of Matter,Chemistry,11,0.29,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Curren_12_578,Current Electricity,Physics,12,0.31,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Trigon_11_579,Trigonometry,Math,11,0.86,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Comple_12_580,Complex Numbers,Math,12,0.26,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Curren_12_581,Current Electricity,Physics,12,0.64,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_ConicS_11_582,Conic Sections,Math,11,0.65,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Relati_11_583,Relations and Functions,Math,11,0.66,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Comple_12_584,Complex Numbers,Math,12,0.85,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Mechan_11_585,Mechanics,Physics,11,0.23,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Probab_12_586,Probability,Math,12,0.35,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Matric_12_587,Matrices,Math,12,0.65,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Biomol_12_588,Biomolecules,Chemistry,12,0.87,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_States_11_589,States of Matter,Chemistry,11,0.77,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Chemic_12_590,Chemical Kinetics,Chemistry,12,0.25,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Lawsof_11_591,Laws of Motion,Physics,11,0.49,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Chemic_11_592,Chemical Bonding,Chemistry,11,0.62,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Biomol_12_593,Biomolecules,Chemistry,12,0.89,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Electr_12_594,Electrochemistry,Chemistry,12,0.73,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Trigon_11_595,Trigonometry,Math,11,0.37,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Modern_12_596,Modern Physics,Physics,12,0.37,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Kinema_11_597,Kinematics,Physics,11,0.86,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Integr_12_598,Integration,Math,12,0.87,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Magnet_12_599,Magnetism,Physics,12,0.7,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Lawsof_11_600,Laws of Motion,Physics,11,0.9,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_SolidS_12_601,Solid State,Chemistry,12,0.55,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Magnet_12_602,Magnetism,Physics,12,0.52,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Gravit_11_603,Gravitation,Physics,11,0.45,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Modern_12_604,Modern Physics,Physics,12,0.62,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Differ_12_605,Differentiation,Math,12,0.58,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Curren_12_606,Current Electricity,Physics,12,0.82,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Comple_12_607,Complex Numbers,Math,12,0.48,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Electr_12_608,Electrostatics,Physics,12,0.6,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Magnet_12_609,Magnetism,Physics,12,0.4,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Surfac_12_610,Surface Chemistry,Chemistry,12,0.58,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Relati_11_611,Relations and Functions,Math,11,0.88,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Surfac_12_612,Surface Chemistry,Chemistry,12,0.89,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Comple_12_613,Complex Numbers,Math,12,0.3,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Matric_12_614,Matrices,Math,12,0.23,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Oscill_11_615,Oscillations,Physics,11,0.43,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Electr_12_616,Electrochemistry,Chemistry,12,0.62,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Trigon_11_617,Trigonometry,Math,11,0.85,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Equili_11_618,Equilibrium,Chemistry,11,0.89,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Matric_12_619,Matrices,Math,12,0.44,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Probab_12_620,Probability,Math,12,0.59,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_Chemic_11_621,Chemical Bonding,Chemistry,11,0.43,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ph_Magnet_12_622,Magnetism,Physics,12,0.42,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_ConicS_11_623,Conic Sections,Math,11,0.53,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Probab_11_624,Probability,Math,11,0.24,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ch_RedoxR_11_625,Redox Reactions,Chemistry,11,0.64,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Integr_12_626,Integration,Math,12,0.78,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Gravit_11_627,Gravitation,Physics,11,0.86,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Mechan_11_628,Mechanics,Physics,11,0.51,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Equili_11_629,Equilibrium,Chemistry,11,0.68,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ch_Surfac_12_630,Surface Chemistry,Chemistry,12,0.79,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Probab_11_631,Probability,Math,11,0.3,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Thermo_12_632,Thermodynamics,Physics,12,0.53,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Electr_12_633,Electrochemistry,Chemistry,12,0.52,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Matric_12_634,Matrices,Math,12,0.45,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Matric_12_635,Matrices,Math,12,0.54,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Magnet_12_636,Magnetism,Physics,12,0.41,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ch_Biomol_12_637,Biomolecules,Chemistry,12,0.35,MCQ,A,6.02 × 10²³,3.00 × 10⁸,1.60 × 10⁻¹⁹,9.81,Avogadro's number is approximately:
Ma_Differ_12_638,Differentiation,Math,12,0.54,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Differ_12_639,Differentiation,Math,12,0.29,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Vector_12_640,Vectors,Math,12,0.77,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Electr_12_641,Electrostatics,Physics,12,0.4,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Trigon_11_642,Trigonometry,Math,11,0.85,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ma_Probab_12_643,Probability,Math,12,0.54,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Magnet_12_644,Magnetism,Physics,12,0.69,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Gravit_11_645,Gravitation,Physics,11,0.72,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Mechan_11_646,Mechanics,Physics,11,0.67,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ma_Probab_11_647,Probability,Math,11,0.36,MCQ,A,cos x,−cos x,sin x,−sin x,The derivative of sin x is:
Ph_Optics_12_648,Optics,Physics,12,0.7,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
Ph_Mechan_11_649,Mechanics,Physics,11,0.88,MCQ,C,Displacement,Velocity,Speed,Acceleration,Which quantity is scalar?
